72,Kamal Mustafa Abdallah,EU,,,,,,,,,
246,Kamal Mustafa Abdallah Sultan Al-Tikriti,EU,,,,,,,,,
392,Kamal Moustafa Abdallah,EU,,,,,,,,,
393,Kamal Moustafa Abdallah Soultan al-Tikriti,EU,,,,,,,,,
74,Kamal Mustafa Abdallah Sultan al-Tikriti,EU,,,,,,,,,
75,Kamal Mustafa Abdallah Sultan al-Tikriti,EU,,,,,,,,,
73,Kamal Mustafa Abdallah,EU,,,,,,,,,
79,Barzan Abd al-Ghafur Sulaiman Majid Al-Tikriti,EU,,,,,,,,,
394,Barzan Abdel Ghafour Souleiman Majid Al-Tikriti,EU,,,,,,,,,
247,Barzan Razuki Abd Al-Ghafur,EU,,,,,,,,,
80,Barzan Razuki Abd al-Ghafur,EU,,,,,,,,,
395,Barzan Razuki Abdel Ghafour,EU,,,,,,,,,
81,Muzahim Sa'b Hassan Al-Tikriti,EU,,,,,,,,,
82,Muzahim Sa'b Hassan Al-Tikriti,EU,,,,,,,,,
396,Muzahem Saab Hassan Al-Tikriti,EU,,,,,,,,,
397,Ibrahim Ahmed Abdel Sattar Mohammed Al-Tikriti,EU,,,,,,,,,
87,Ibrahim Ahmad Abd al-Sattar Muhammed Al-Tikriti,EU,,,,,,,,,
89,Saif-al-Din Fulayyih Hassan Taha Al-Rawi,EU,,,,,,,,,
398,Saïf-al-Din Foulaï Hassan Taha Al-Raoui,EU,,,,,,,,,
399,Ayad Foutaï Al-Raoui,EU,,,,,,,,,
91,Ayad Futayyih Al-Rawi,EU,,,,,,,,,
400,Rafi Abdel Latif Tilfa Al-Tikriti,EU,,,,,,,,,
94,Rafi Abd-al-Latif Tilfah Al-Tikriti,EU,,,,,,,,,
96,Tahir Jalil Habbush Al-Tikriti,EU,,,,,,,,,
97,Tahir Jalil Habbush Al-Tikriti,EU,,,,,,,,,
401,Tahir Jalil Habbouch Al-Tikriti,EU,,,,,,,,,
99,Hamid Raja Shalah Al-Tikriti,EU,,,,,,,,,
402,Hamid Raja Chala Al-Tikriti,EU,,,,,,,,,
101,Hamid Raja-Shalah Hassum Al-Tikriti,EU,,,,,,,,,
100,Hassan Al-Tikriti,EU,,,,,,,,,
403,Hamid Raja-Chala Hassoum Al-Tikriti,EU,,,,,,,,,
102,Latif Nusayyif Jasim Al-Dulaymi,EU,,,,,,,,,
103,Latif Nusayyif Jasim Al-Dulaymi,EU,,,,,,,,,
404,Latif Noussaïf Jassim Al-Doulaïmi,EU,,,,,,,,,
104,Abd-al-Tawwab Mullah Huwaysh,EU,,,,,,,,,
105,Abd-al-Tawwab Mullah Huwaysh,EU,,,,,,,,,
405,Abdel-Taouab Moullah Houwaïch,EU,,,,,,,,,
101492,Grace Mugabe,EU,,,,,,,,,
406,Taha Yassine Ramadan Al-Jizraoui,EU,,,,,,,,,
107,Taha Yassin Ramadan Al-Jizrawi,EU,,,,,,,,,
409,Roukan Razouki Abdel-Ghafar Al-Majid,EU,,,,,,,,,
410,Roukan Abdel-Ghaffar al-Majid Al-Tikriti Abou Walid,EU,,,,,,,,,
111,Rukan Razuqi Abd al-Ghafur Al-Majid,EU,,,,,,,,,
407,Roukan Razouki Abdel-Ghafar Souleiman Al-Tikriti,EU,,,,,,,,,
109,Rukan Razuki Abd-al-Ghafur Sulaiman Al-Tikriti,EU,,,,,,,,,
110,Rukan Abdal-Ghaffur Sulayman al-Majid,EU,,,,,,,,,
408,Roukan Abdel-Ghaffar Souleiman al-Majid,EU,,,,,,,,,
113,Rukan Abd al-Ghaffur al-Majid Al-Tikriti Abu Walid,EU,,,,,,,,,
248,Rukan Abdal-Ghaffur Sulayman Al-Majid,EU,,,,,,,,,
249,Rukan Razuqi Abd Al-Ghafur Al-Majid,EU,,,,,,,,,
250,Rukan Abd Al-Ghaffur Al-Majid Al-Tikriti Abu Walid,EU,,,,,,,,,
115,Jamal Mustafa Abdallah Sultan Al-Tikriti,EU,,,,,,,,,
243,Jamal Mustafa Abdallah Sultan al-Tikriti,EU,,,,,,,,,
412,Jamal Moustafa Abdallah Soultan Al-Tikriti,EU,,,,,,,,,
119,Mizban Khadr Hadi,EU,,,,,,,,,
413,Taha Mouhi-al-Din Marouf,EU,,,,,,,,,
122,Taha Muhyi-al-Din Ma'ruf,EU,,,,,,,,,
125,Tariq Mikhail Aziz,EU,,,,,,,,,
1388,Tarek Mikhail Aziz,EU,,,,,,,,,
414,Tarek Aziz,EU,,,,,,,,,
124,Tariq Aziz,EU,,,,,,,,,
128,Walid Hamid Tawfiq al-Nasiri,EU,,,,,,,,,
1261,Walid Hamid Tawfik al-Nasiri,EU,,,,,,,,,
127,Walid Hamid Tawfiq Al-Tikriti,EU,,,,,,,,,
415,Walid Hamid Tawfik Al-Tikriti,EU,,,,,,,,,
251,Walid Hamid Tawfiq Al-Nasiri,EU,,,,,,,,,
416,Soultan Hachim Ahmed Al-Tai,EU,,,,,,,,,
129,Sultan Hashim Ahmad Al-Ta'i,EU,,,,,,,,,
417,Hikmat Mizban Ibrahim al-Azzaoui,EU,,,,,,,,,
132,Hikmat Mizban Ibrahim al-Azzawi,EU,,,,,,,,,
133,Mahmud Dhiyab Al-Ahmed,EU,,,,,,,,,
418,Mahmoud Dhiab Al-Ahmed,EU,,,,,,,,,
135,Ayad Futayyih Khalifa Al-Rawi,EU,,,,,,,,,
134,Ayad Futayyih Khalifa Al-Rawi,EU,,,,,,,,,
419,Zouheir Taleb Abdel Sattar al-Nakib,EU,,,,,,,,,
136,Zuhair Talib Abd-al-Sattar Al-Naqib,EU,,,,,,,,,
139,Amir Hamudi Hassan Al-Sa'di,EU,,,,,,,,,
420,Amir Hamoudi Hassan Al-Sadi,EU,,,,,,,,,
138,Amir Hamudi Hassan Al-Sa'di,EU,,,,,,,,,
137,Amir Hamudi Hassan Al-Sa'di,EU,,,,,,,,,
421,Amir Rachid Mohammed Al-Oubaïdi,EU,,,,,,,,,
140,Amir Rashid Muhammad Al-Ubaidi,EU,,,,,,,,,
141,Amir Rashid Muhammad Al-Ubaidi,EU,,,,,,,,,
422,Houssam Mohammed Amin Al-Yassine,EU,,,,,,,,,
142,Husam Muhammad Amin Al-Yassin,EU,,,,,,,,,
423,Mohammed Mahdi Al-Saleh,EU,,,,,,,,,
143,Muhammad Mahdi Al-Salih,EU,,,,,,,,,
144,Muhammad Mahdi Al-Salih,EU,,,,,,,,,
145,Sab'awi Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
147,Sab'awi Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
424,Sabaoui Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
146,Sab'awi Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
148,Watban Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
151,Watab Ibrahim al-Hassan,EU,,,,,,,,,
152,Watab Ibrahim al-Hassan,EU,,,,,,,,,
150,Watban Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
155,Barzan Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
154,Barzan Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
153,Barzan Ibrahim Hassan Al-Tikriti,EU,,,,,,,,,
159,Huda Salih Mahdi Ammash,EU,,,,,,,,,
157,Huda Salih Mahdi Ammash,EU,,,,,,,,,
158,Huda Salih Mahdi Ammash,EU,,,,,,,,,
156,Huda Salih Mahdi Ammash,EU,,,,,,,,,
425,Houda Sali Mahdi Ammach,EU,,,,,,,,,
161,Abd-al-Baqi Abd-al-Karim Abdallah Al-Sa'dun,EU,,,,,,,,,
162,Abd-al-Baqi Abd-al-Karim Abdallah Al-Sa'dun,EU,,,,,,,,,
163,Abd-al-Baqi Abd-al-Karim Abdallah Al-Sa'dun,EU,,,,,,,,,
426,Abdel-Baki Abdel-Karim Abdalla Al-Sadoun,EU,,,,,,,,,
427,Mohammed Zimam Abdel-Razzak Al-Sadoun,EU,,,,,,,,,
164,Muhammad Zimam Abd-al-Razzaq Al-Sa'dun,EU,,,,,,,,,
165,Muhammad Zimam Abd-al-Razzaq Al-Sa'dun,EU,,,,,,,,,
252,Samir Abd Al-Aziz Al-Najim,EU,,,,,,,,,
169,Samir Abd al-Aziz Al-Najim,EU,,,,,,,,,
428,Samir Abdel-Aziz Al-Najim,EU,,,,,,,,,
170,Humam Abd-al-Khaliq Abd-al-Ghafur,EU,,,,,,,,,
171,Humam Abd-al-Khaliq Abd-al-Ghafur,EU,,,,,,,,,
431,Houmam Abdel-Khalil Rachid,EU,,,,,,,,,
430,Houmam Abdel-Khalik Abdel-Rahman,EU,,,,,,,,,
429,Houmam Abdel-Khalik Abdel-Ghafour,EU,,,,,,,,,
181,Humam 'Abd-al-Khaliq Rashid,EU,,,,,,,,,
180,Humam 'Abd-al-Khaliq Rashid,EU,,,,,,,,,
179,Humam 'Abd-al-Khaliq Rashid,EU,,,,,,,,,
177,Humam 'Abd al-Khaliq 'Abd al-Rahman,EU,,,,,,,,,
175,Humam 'Abd al-Khaliq 'Abd al-Rahman,EU,,,,,,,,,
172,Humam Abd-al-Khaliq Abd-al-Ghafur,EU,,,,,,,,,
173,Humam 'Abd al-Khaliq 'Abd al-Rahman,EU,,,,,,,,,
187,Yahia Abdallah Al-Ubaidi,EU,,,,,,,,,
432,Yahia Abdalla Al-Oubaïdi,EU,,,,,,,,,
192,Nayif Shindakh Thamir Ghalib,EU,,,,,,,,,
191,Nayif Shindakh Thamir Ghalib,EU,,,,,,,,,
1455,Nayif Shindakh Thamir Ghalib,EU,,,,,,,,,
1446,Saif-al-Din Al-Machhadani,EU,,,,,,,,,
195,Saif-al-Din Al-Mashhadani,EU,,,,,,,,,
433,Saif-al-Din Al-Machhadani,EU,,,,,,,,,
200,Fadil Mahmud Gharib,EU,,,,,,,,,
434,Fadil Mahmoud Gharib,EU,,,,,,,,,
199,Fadil Mahmud Gharib,EU,,,,,,,,,
435,Gharib Mohammed Fazel al-Machaikhi,EU,,,,,,,,,
202,Gharib Muhammad Fazel al-Mashaikhi,EU,,,,,,,,,
203,Gharib Muhammad Fazel al-Mashaikhi,EU,,,,,,,,,
206,Muhsin Khadr Al-Khafaji,EU,,,,,,,,,
436,Mouhssin Khadr Al-Khafaji,EU,,,,,,,,,
208,Rashid Taan Kathim,EU,,,,,,,,,
437,Rachid Taan Kazim,EU,,,,,,,,,
211,Ugla Abid Sakr Al-Zubaisi,EU,,,,,,,,,
212,Saqr al-Kabisi Abd Aqala,EU,,,,,,,,,
438,Ougla Abid Sakr Al-Koubaïssi,EU,,,,,,,,,
439,Ghazi Hammoud Al-Oubaïdi,EU,,,,,,,,,
217,Ghazi Hammud Al-Ubaidi,EU,,,,,,,,,
218,Adil Abdallah Mahdi,EU,,,,,,,,,
219,Adil Abdallah Mahdi,EU,,,,,,,,,
221,Qaid Hussein Al-Awadi,EU,,,,,,,,,
220,Qaid Hussein Al-Awadi,EU,,,,,,,,,
1427,Qaid Hussein Al-Awadi,EU,,,,,,,,,
440,Qaid Hussein Al-Aouadi,EU,,,,,,,,,
223,Dr. Fnu Mnu Khamis,EU,,,,,,,,,
222,Khamis Sirhan Al-Muhammad,EU,,,,,,,,,
1429,Khamis Sirhan Al-Muhammad,EU,,,,,,,,,
1428,Khamis Sirhan Al-Muhammad,EU,,,,,,,,,
224,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti,EU,,,,,,,,,
441,Saad Abdul-Majid Al-Faissal Al-Tikriti,EU,,,,,,,,,
1430,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti,EU,,,,,,,,,
225,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti,EU,,,,,,,,,
263,Abdelkarim Hussein Mohamed AL-NASSER,EU,,,,,,,,,
264,Ibrahim Salih Mohammed AL YACOUB,EU,,,,,,,,,
283,Hasan IZZ-AL-DIN,EU,,,,,,,,,
284,Ahmed GARBAYA,EU,,,,,,,,,
285,SA-ID,EU,,,,,,,,,
286,Samir SALWWAN,EU,,,,,,,,,
290,Salem ALI,EU,,,,,,,,,
293,Khalid Adbul WADOOD,EU,,,,,,,,,
292,Ashraf Refaat Nabith HENIN,EU,,,,,,,,,
289,Khalid Shaikh MOHAMMED,EU,,,,,,,,,
291,Fahd Bin Adballah BIN KHALID,EU,,,,,,,,,
3673,Szocialista Muzulmánok Forradalmi Szervezete,EU,,,,,,,,,
3674,Organizacja Abu Nidal,EU,,,,,,,,,
3675,Rewolucyjna Rada Fatah,EU,,,,,,,,,
3676,Rewolucyjne Brygady Arabskie,EU,,,,,,,,,
3677,Czarny Wrzesień,EU,,,,,,,,,
3678,Rewolucyjna Organizacja Muzułmańskich Socjalistów,EU,,,,,,,,,
3679,Organizácia Abu Nidal,EU,,,,,,,,,
3680,Revolučná rada Fatah,EU,,,,,,,,,
3681,Arabské revolučné brigády,EU,,,,,,,,,
3682,Čierny september,EU,,,,,,,,,
3683,Revolučná organizácia moslimských socialistov,EU,,,,,,,,,
3684,Organizacija Abu Nidal,EU,,,,,,,,,
3685,Revolucionarni svet Fataha,EU,,,,,,,,,
3686,Arabska revolucionarna brigada,EU,,,,,,,,,
3687,Črni september,EU,,,,,,,,,
3688,Revolucionarna organizacija socialističnih muslimanov,EU,,,,,,,,,
3689,Musta syyskuu,EU,,,,,,,,,
4835,Abú Nidal Organisation,EU,,,,,,,,,
5634,Организация Abu Nidal,EU,,,,,,,,,
5635,Революционен съвет Fatah,EU,,,,,,,,,
5636,Арабски революционни бригади,EU,,,,,,,,,
5637,Черен септември,EU,,,,,,,,,
5638,Революционна организация на мюсюлманите социалисти,EU,,,,,,,,,
5639,Organizația Abu Nidal,EU,,,,,,,,,
5640,OAN,EU,,,,,,,,,
5641,Consiliul Revoluționar Fatah,EU,,,,,,,,,
5642,Brigadele Revoluționare Arabe,EU,,,,,,,,,
5643,Septembrie Negru,EU,,,,,,,,,
5644,Organizația Revoluționară a Musulmanilor Socialiști,EU,,,,,,,,,
6745,L-Organizzazzjoni Abu Nidal,EU,,,,,,,,,
6746,Kunsill Rivoluzzjonarju ta’ Fatah,EU,,,,,,,,,
6747,il-Brigati Rivoluzzjonarji Għarab,EU,,,,,,,,,
3888,Organisation Abou Nidal,EU,,,,,,,,,
3889,Organizzazione Abu Nidal,EU,,,,,,,,,
311,Abu Nidal Organisation,EU,,,,,,,,,
312,ANO,EU,,,,,,,,,
313,Fatah Revolutionary Council,EU,,,,,,,,,
314,Arab Revolutionary Brigades,EU,,,,,,,,,
315,Black September,EU,,,,,,,,,
316,Revolutionary Organisation of Socialist Muslims,EU,,,,,,,,,
444,Conseil révolutionnaire du Fatah,EU,,,,,,,,,
445,Brigades révolutionnaires arabes,EU,,,,,,,,,
446,Septembre noir,EU,,,,,,,,,
447,Organisation révolutionnaire des musulmans socialistes,EU,,,,,,,,,
473,Organización Abu Nidal,EU,,,,,,,,,
474,Consejo Revolucionario de Al Fatah,EU,,,,,,,,,
475,Brigadas Revolucionarias Árabes,EU,,,,,,,,,
476,Septiembre Negro,EU,,,,,,,,,
477,Organización Revolucionaria de los Musulmanes Socialistas,EU,,,,,,,,,
6748,Settembru l-Iswed,EU,,,,,,,,,
6749,l-Organizzazzjoni Rivoluzzjonarja tal-Musulmani Soċjalisti,EU,,,,,,,,,
513,Οργάνωση Abu Nidal,EU,,,,,,,,,
514,Επαναστατικό Συµβούλιο Fatah,EU,,,,,,,,,
515,Αραβικές Επαναστατικές Ταξιαρχίες,EU,,,,,,,,,
516,Μαύρος Σεπτέµβρης,EU,,,,,,,,,
517,Επαναστατική Οργάνωση Σοσια- λιστών Μουσουλµάνων,EU,,,,,,,,,
538,Organização Abu Nidal,EU,,,,,,,,,
539,Conselho Revolucionário do Fatah,EU,,,,,,,,,
540,Brigadas Revolutionárias Árabes,EU,,,,,,,,,
541,Setembro Negro,EU,,,,,,,,,
542,Organização Revolucionária dos Muçulmanos Socialistas,EU,,,,,,,,,
606,Fatah-Revolutionsrat,EU,,,,,,,,,
607,Arabische Revolutionäre Brigaden,EU,,,,,,,,,
608,Schwarzer September,EU,,,,,,,,,
609,Revolutionäre Organisation der Sozialistischen Moslems,EU,,,,,,,,,
639,Fatah Revolutionaire Raad,EU,,,,,,,,,
640,Arabische Revolutionaire Brigades,EU,,,,,,,,,
641,Zwarte September,EU,,,,,,,,,
642,Revolutionaire Organisatie van Socialistische Moslims,EU,,,,,,,,,
664,Consiglio rivoluzionario Fatah,EU,,,,,,,,,
665,Brigate rivoluzionarie arabe,EU,,,,,,,,,
666,Settembre nero,EU,,,,,,,,,
667,Organizzazione rivoluzionaria dei musulmani socialisti,EU,,,,,,,,,
3649,Revoluční rada Fatáhu,EU,,,,,,,,,
3650,Arabské revoluční brigády,EU,,,,,,,,,
3651,Černé září,EU,,,,,,,,,
3652,Revoluční organizace socialistických muslimů,EU,,,,,,,,,
3653,Sorte September,EU,,,,,,,,,
3655,Fatah' Revolutsiooniline Nõukogu,EU,,,,,,,,,
3656,Araabia Revolutsiooniline Brigaad,EU,,,,,,,,,
3657,Must september,EU,,,,,,,,,
3658,Sotsialistlike Moslemite Revolutsiooniline Organisatsioon,EU,,,,,,,,,
3659,Abu Nidal organizācija,EU,,,,,,,,,
3660,Fatah Revolucionārā Padome,EU,,,,,,,,,
3661,Arābu Revolucionārās brigādes,EU,,,,,,,,,
3662,Melnais Septembris,EU,,,,,,,,,
3663,Musulmaņu Sociālistu revolucionāra organizācija,EU,,,,,,,,,
3664,Abu Nidal organizacija,EU,,,,,,,,,
3665,Fatah Revoliucinė Taryba,EU,,,,,,,,,
3666,Arabų revoliucinės brigados,EU,,,,,,,,,
3667,Juodasis rugsėjis,EU,,,,,,,,,
3668,Musulmonų socialistų revoliucinė organizacija,EU,,,,,,,,,
3669,Abu Nidal Szervezet,EU,,,,,,,,,
3670,Fatah-Forradalmi Tanács,EU,,,,,,,,,
3671,Arab Forradalmi Brigádok,EU,,,,,,,,,
3672,Fekete Szeptember,EU,,,,,,,,,
448,Brigade des martyrs d'Al-Aqsa,EU,,,,,,,,,
6750,Il-Brigata tal-Martri ta’ Al-Aqsa,EU,,,,,,,,,
518,Ταξιαρχία Μαρτύρων του Al-Aqsa,EU,,,,,,,,,
543,Brigadas dos Mártires de Al-Aqsa,EU,,,,,,,,,
566,Al-Aqsa-martyrbrigaden,EU,,,,,,,,,
573,Al-Aqsa marttyyrien prikaati,EU,,,,,,,,,
588,Al Aqsa-Martyrernes Brigade,EU,,,,,,,,,
610,Al-Aksa-Märtyrerbrigade,EU,,,,,,,,,
643,Al-Aqsa Martelarenbrigades,EU,,,,,,,,,
668,Brigata dei martiri di Al-Aqsa,EU,,,,,,,,,
3690,Brigáda mučedníků Al Aksá,EU,,,,,,,,,
3691,Al-Aqsa Märtrite Brigaad,EU,,,,,,,,,
3692,Alaksas mocekļu brigāde,EU,,,,,,,,,
3693,Al-Aqsa kankinių brigada,EU,,,,,,,,,
3694,Al-Aqsa Mártírjainak Brigádja,EU,,,,,,,,,
3695,Brygady Męczenników Al-Aksy,EU,,,,,,,,,
3696,Brigáda mučeníkov Al Aqsa,EU,,,,,,,,,
3697,Brigada mučenikov Al Akse,EU,,,,,,,,,
3890,Al-Aqsa Martyrs' Brigade,EU,,,,,,,,,
5645,Бригади на мъчениците Al-Aqsa,EU,,,,,,,,,
5646,Brigada Martirilor Al-Aqsa,EU,,,,,,,,,
478,Brigadas de los Mártires de Al-Aqsa,EU,,,,,,,,,
323,Babbar Khalsa,EU,,,,,,,,,
324,Gama'a al-Islamiyya,EU,,,,,,,,,
7185,Al-Dżama’a al-Islamija,EU,,,,,,,,,
326,Al-Gama'a al-Islamiyya,EU,,,,,,,,,
520,Ισλαµική Οµάδα,EU,,,,,,,,,
546,Grupo Islâmico,EU,,,,,,,,,
613,Islamische Gruppe,EU,,,,,,,,,
614,islamisk gruppe,EU,,,,,,,,,
615,Islamiska gruppen,EU,,,,,,,,,
646,Islamitische Groep,EU,,,,,,,,,
2552,"IG (Islamic Group, Gama'a al-Islamiyya)",EU,,,,,,,,,
3715,Grupo Islámico,EU,,,,,,,,,
3716,Islámská skupina,EU,,,,,,,,,
3717,islami rühmitus,EU,,,,,,,,,
3718,Groupe islamique,EU,,,,,,,,,
3720,Islāma grupa,EU,,,,,,,,,
3721,Islamo grupė,EU,,,,,,,,,
3722,Iszlám Csoport,EU,,,,,,,,,
3723,Grupa Islamska,EU,,,,,,,,,
3724,Islamská skupina,EU,,,,,,,,,
4831,islamistična skupina,EU,,,,,,,,,
5656,Ислямска група,EU,,,,,,,,,
5657,Grupul Islamic,EU,,,,,,,,,
6751,Grupp Islamiku,EU,,,,,,,,,
7184,Dżama’a al-Islamija,EU,,,,,,,,,
325,Islamic Group - IG,EU,,,,,,,,,
327,Great Islamic Eastern Warriors Front,EU,,,,,,,,,
6068,İslami Büyük Doğu Akıncılar Cephesi,EU,,,,,,,,,
450,Front islamique des combattants du Grand Orient,EU,,,,,,,,,
482,Frente de Guerreros del Gran Oriente Islámico,EU,,,,,,,,,
521,Μέγα Ισλαµικό Μέτωπο των Πολεµιστών της Ανατολής,EU,,,,,,,,,
616,Front der islamischen Kämpfer des Großen Ostens,EU,,,,,,,,,
686,Fronte islamico dei combattenti del grande oriente,EU,,,,,,,,,
3725,Fronta islámských bojovníků Velkého východu,EU,,,,,,,,,
3726,Suur Islami Idavõitlejate Rinne,EU,,,,,,,,,
3727,Lielā Islāma Austrumu cīnītāju fronte,EU,,,,,,,,,
3728,Didysis islamo rytų karių frontas,EU,,,,,,,,,
3729,Nagy Iszlám Keleti Harci Front,EU,,,,,,,,,
3730,Islamski Front Bojowników o Wielki Wschód,EU,,,,,,,,,
3731,Islamský front veľkých východných bojovníkov,EU,,,,,,,,,
3732,Fronta islamskih bojevnikov velikega vzhoda,EU,,,,,,,,,
4538,Grande Frente Islâmica Oriental de Combatentes,EU,,,,,,,,,
5659,Фронт на великите ислямски източни воини,EU,,,,,,,,,
5660,Marele Front Islamic de Est al Războinicilor,EU,,,,,,,,,
328,IBDA-C,EU,,,,,,,,,
329,Hamas,EU,,,,,,,,,
330,Hamas-Izz al-Din al-Qassem,EU,,,,,,,,,
522,Χαµάς,EU,,,,,,,,,
3894,Hamas-Izz al-Din al-Quassem,EU,,,,,,,,,
3734,Hamás-Izz al-Din al-Qassem,EU,,,,,,,,,
3735,Hamász,EU,,,,,,,,,
3733,Hamás,EU,,,,,,,,,
336,Kurdistan Workers' Party,EU,,,,,,,,,
105936,KADEK,EU,,,,,,,,,
451,Parti des travailleurs du Kurdistan,EU,,,,,,,,,
484,Partido de los Trabajadores del Kurdistán,EU,,,,,,,,,
525,Εργατικό Κόµµα του Κουρδιστάν,EU,,,,,,,,,
548,Partido dos Trabalhadores do Curdistão,EU,,,,,,,,,
576,Kurdistanin työväenpuolue,EU,,,,,,,,,
590,Det Kurdiske Arbejderparti,EU,,,,,,,,,
619,Kurdische Arbeiterpartei,EU,,,,,,,,,
647,Koerdische Arbeiderspartij,EU,,,,,,,,,
688,Partito dei lavoratori del Kurdistan,EU,,,,,,,,,
2545,KONGRA-GEL,EU,,,,,,,,,
3752,Kurdská strana pracujících,EU,,,,,,,,,
3753,Kurdistani Töölispartei,EU,,,,,,,,,
3754,Kurd Munkáspárt,EU,,,,,,,,,
3756,Kurdistano darbininkų partija,EU,,,,,,,,,
3757,Partia Pracujących Kurdystanu,EU,,,,,,,,,
3758,Strana kurdských pracujúcich,EU,,,,,,,,,
3759,Delavska stranka Kurdistana,EU,,,,,,,,,
3895,Kurdistan Workers Party,EU,,,,,,,,,
5670,Кюрдска работническа партия,EU,,,,,,,,,
5671,Partidul Muncitoresc din Kurdistan,EU,,,,,,,,,
6728,Il-Partit tal-Ħaddiema tal-Kurdistan,EU,,,,,,,,,
337,PKK,EU,,,,,,,,,
351,"NPA, Philippines",EU,,,,,,,,,
456,New People's Army,EU,,,,,,,,,
488,Nuevo Ejército del Pueblo (NEP),EU,,,,,,,,,
531,Νέος Λαϊκός Στρατός,EU,,,,,,,,,
553,l-Armata l-Ġdida tal-Poplu,EU,,,,,,,,,
554,Novo Exército Popular (NEP),EU,,,,,,,,,
624,Neue Volksarmee,EU,,,,,,,,,
3791,Nové lidové armády (Filipíny),EU,,,,,,,,,
3792,Uus Rahvaarmee,EU,,,,,,,,,
3793,Új Néphadsereget,EU,,,,,,,,,
3794,Naujoji tautų armija (NTA),EU,,,,,,,,,
3795,Nowa Armia Ludowa,EU,,,,,,,,,
3796,Novej ľudovej armády,EU,,,,,,,,,
3797,Nya folkarmén,EU,,,,,,,,,
4282,Communist Party of the Philippines,EU,,,,,,,,,
4283,Partido Comunista de Filipinas,EU,,,,,,,,,
4284,Komunistická strana Filipín,EU,,,,,,,,,
4285,Det filippinske kommunistparti,EU,,,,,,,,,
4286,Kommunistische Partei der Philippinen,EU,,,,,,,,,
4287,Filipiinide Kommunistlik Partei,EU,,,,,,,,,
4288,Κομμουνιστικό Κόμμα Φιλιππίνων,EU,,,,,,,,,
4289,Parti communiste des Philippines,EU,,,,,,,,,
4290,Partito comunista delle Filippine,EU,,,,,,,,,
4291,Filipīnu Komunistiskā partija,EU,,,,,,,,,
4292,Filipinų komunistų partija,EU,,,,,,,,,
4293,Fülöp-szigeteki Kommunista Párt,EU,,,,,,,,,
