add,lbl,lega_id,wholeName
EU,EU,395,Barzan Razuki Abdel Ghafour
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,81,Muzahim Sa'b Hassan Al-Tikriti
EU,EU,82,Muzahim Sa'b Hassan Al-Tikriti
EU,EU,396,Muzahem Saab Hassan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,397,Ibrahim Ahmed Abdel Sattar Mohammed Al-Tikriti
EU,EU,87,Ibrahim Ahmad Abd al-Sattar Muhammed Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,89,Saif-al-Din Fulayyih Hassan Taha Al-Rawi
EU,EU,398,Saïf-al-Din Foulaï Hassan Taha Al-Raoui
EU,EU,399,Ayad Foutaï Al-Raoui
EU,EU,91,Ayad Futayyih Al-Rawi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,400,Rafi Abdel Latif Tilfa Al-Tikriti
EU,EU,94,Rafi Abd-al-Latif Tilfah Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,96,Tahir Jalil Habbush Al-Tikriti
EU,EU,97,Tahir Jalil Habbush Al-Tikriti
EU,EU,401,Tahir Jalil Habbouch Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,99,Hamid Raja Shalah Al-Tikriti
EU,EU,402,Hamid Raja Chala Al-Tikriti
EU,EU,101,Hamid Raja-Shalah Hassum Al-Tikriti
EU,EU,100,Hassan Al-Tikriti
EU,EU,403,Hamid Raja-Chala Hassoum Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,102,Latif Nusayyif Jasim Al-Dulaymi
EU,EU,103,Latif Nusayyif Jasim Al-Dulaymi
EU,EU,404,Latif Noussaïf Jassim Al-Doulaïmi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,104,Abd-al-Tawwab Mullah Huwaysh
EU,EU,105,Abd-al-Tawwab Mullah Huwaysh
EU,EU,405,Abdel-Taouab Moullah Houwaïch
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,101492,Grace Mugabe
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,406,Taha Yassine Ramadan Al-Jizraoui
EU,EU,107,Taha Yassin Ramadan Al-Jizrawi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,409,Roukan Razouki Abdel-Ghafar Al-Majid
EU,EU,410,Roukan Abdel-Ghaffar al-Majid Al-Tikriti Abou Walid
EU,EU,111,Rukan Razuqi Abd al-Ghafur Al-Majid
EU,EU,407,Roukan Razouki Abdel-Ghafar Souleiman Al-Tikriti
EU,EU,109,Rukan Razuki Abd-al-Ghafur Sulaiman Al-Tikriti
EU,EU,110,Rukan Abdal-Ghaffur Sulayman al-Majid
EU,EU,408,Roukan Abdel-Ghaffar Souleiman al-Majid
EU,EU,113,Rukan Abd al-Ghaffur al-Majid Al-Tikriti Abu Walid
EU,EU,248,Rukan Abdal-Ghaffur Sulayman Al-Majid
EU,EU,249,Rukan Razuqi Abd Al-Ghafur Al-Majid
EU,EU,250,Rukan Abd Al-Ghaffur Al-Majid Al-Tikriti Abu Walid
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,115,Jamal Mustafa Abdallah Sultan Al-Tikriti
EU,EU,243,Jamal Mustafa Abdallah Sultan al-Tikriti
EU,EU,412,Jamal Moustafa Abdallah Soultan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,119,Mizban Khadr Hadi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,413,Taha Mouhi-al-Din Marouf
EU,EU,122,Taha Muhyi-al-Din Ma'ruf
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,125,Tariq Mikhail Aziz
EU,EU,1388,Tarek Mikhail Aziz
EU,EU,414,Tarek Aziz
EU,EU,124,Tariq Aziz
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,128,Walid Hamid Tawfiq al-Nasiri
EU,EU,1261,Walid Hamid Tawfik al-Nasiri
EU,EU,127,Walid Hamid Tawfiq Al-Tikriti
EU,EU,415,Walid Hamid Tawfik Al-Tikriti
EU,EU,251,Walid Hamid Tawfiq Al-Nasiri
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,416,Soultan Hachim Ahmed Al-Tai
EU,EU,129,Sultan Hashim Ahmad Al-Ta'i
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,417,Hikmat Mizban Ibrahim al-Azzaoui
EU,EU,132,Hikmat Mizban Ibrahim al-Azzawi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,133,Mahmud Dhiyab Al-Ahmed
EU,EU,418,Mahmoud Dhiab Al-Ahmed
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,135,Ayad Futayyih Khalifa Al-Rawi
EU,EU,134,Ayad Futayyih Khalifa Al-Rawi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,419,Zouheir Taleb Abdel Sattar al-Nakib
EU,EU,136,Zuhair Talib Abd-al-Sattar Al-Naqib
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,139,Amir Hamudi Hassan Al-Sa'di
EU,EU,420,Amir Hamoudi Hassan Al-Sadi
EU,EU,138,Amir Hamudi Hassan Al-Sa'di
EU,EU,137,Amir Hamudi Hassan Al-Sa'di
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,421,Amir Rachid Mohammed Al-Oubaïdi
EU,EU,140,Amir Rashid Muhammad Al-Ubaidi
EU,EU,141,Amir Rashid Muhammad Al-Ubaidi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,422,Houssam Mohammed Amin Al-Yassine
EU,EU,142,Husam Muhammad Amin Al-Yassin
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,423,Mohammed Mahdi Al-Saleh
EU,EU,143,Muhammad Mahdi Al-Salih
EU,EU,144,Muhammad Mahdi Al-Salih
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,145,Sab'awi Ibrahim Hassan Al-Tikriti
EU,EU,147,Sab'awi Ibrahim Hassan Al-Tikriti
EU,EU,424,Sabaoui Ibrahim Hassan Al-Tikriti
EU,EU,146,Sab'awi Ibrahim Hassan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,148,Watban Ibrahim Hassan Al-Tikriti
EU,EU,151,Watab Ibrahim al-Hassan
EU,EU,152,Watab Ibrahim al-Hassan
EU,EU,150,Watban Ibrahim Hassan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,155,Barzan Ibrahim Hassan Al-Tikriti
EU,EU,154,Barzan Ibrahim Hassan Al-Tikriti
EU,EU,153,Barzan Ibrahim Hassan Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,159,Huda Salih Mahdi Ammash
EU,EU,157,Huda Salih Mahdi Ammash
EU,EU,158,Huda Salih Mahdi Ammash
EU,EU,156,Huda Salih Mahdi Ammash
EU,EU,425,Houda Sali Mahdi Ammach
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,161,Abd-al-Baqi Abd-al-Karim Abdallah Al-Sa'dun
EU,EU,162,Abd-al-Baqi Abd-al-Karim Abdallah Al-Sa'dun
EU,EU,163,Abd-al-Baqi Abd-al-Karim Abdallah Al-Sa'dun
EU,EU,426,Abdel-Baki Abdel-Karim Abdalla Al-Sadoun
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,427,Mohammed Zimam Abdel-Razzak Al-Sadoun
EU,EU,164,Muhammad Zimam Abd-al-Razzaq Al-Sa'dun
EU,EU,165,Muhammad Zimam Abd-al-Razzaq Al-Sa'dun
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,252,Samir Abd Al-Aziz Al-Najim
EU,EU,169,Samir Abd al-Aziz Al-Najim
EU,EU,428,Samir Abdel-Aziz Al-Najim
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,170,Humam Abd-al-Khaliq Abd-al-Ghafur
EU,EU,171,Humam Abd-al-Khaliq Abd-al-Ghafur
EU,EU,431,Houmam Abdel-Khalil Rachid
EU,EU,430,Houmam Abdel-Khalik Abdel-Rahman
EU,EU,429,Houmam Abdel-Khalik Abdel-Ghafour
EU,EU,181,Humam 'Abd-al-Khaliq Rashid
EU,EU,180,Humam 'Abd-al-Khaliq Rashid
EU,EU,179,Humam 'Abd-al-Khaliq Rashid
EU,EU,177,Humam 'Abd al-Khaliq 'Abd al-Rahman
EU,EU,175,Humam 'Abd al-Khaliq 'Abd al-Rahman
EU,EU,172,Humam Abd-al-Khaliq Abd-al-Ghafur
EU,EU,173,Humam 'Abd al-Khaliq 'Abd al-Rahman
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,187,Yahia Abdallah Al-Ubaidi
EU,EU,432,Yahia Abdalla Al-Oubaïdi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,192,Nayif Shindakh Thamir Ghalib
EU,EU,191,Nayif Shindakh Thamir Ghalib
EU,EU,1455,Nayif Shindakh Thamir Ghalib
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,1446,Saif-al-Din Al-Machhadani
EU,EU,195,Saif-al-Din Al-Mashhadani
EU,EU,433,Saif-al-Din Al-Machhadani
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,200,Fadil Mahmud Gharib
EU,EU,434,Fadil Mahmoud Gharib
EU,EU,199,Fadil Mahmud Gharib
EU,EU,435,Gharib Mohammed Fazel al-Machaikhi
EU,EU,202,Gharib Muhammad Fazel al-Mashaikhi
EU,EU,203,Gharib Muhammad Fazel al-Mashaikhi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,206,Muhsin Khadr Al-Khafaji
EU,EU,436,Mouhssin Khadr Al-Khafaji
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,208,Rashid Taan Kathim
EU,EU,437,Rachid Taan Kazim
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,211,Ugla Abid Sakr Al-Zubaisi
EU,EU,212,Saqr al-Kabisi Abd Aqala
EU,EU,438,Ougla Abid Sakr Al-Koubaïssi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,439,Ghazi Hammoud Al-Oubaïdi
EU,EU,217,Ghazi Hammud Al-Ubaidi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,218,Adil Abdallah Mahdi
EU,EU,219,Adil Abdallah Mahdi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,221,Qaid Hussein Al-Awadi
EU,EU,220,Qaid Hussein Al-Awadi
EU,EU,1427,Qaid Hussein Al-Awadi
EU,EU,440,Qaid Hussein Al-Aouadi
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,223,Dr. Fnu Mnu Khamis
EU,EU,222,Khamis Sirhan Al-Muhammad
EU,EU,1429,Khamis Sirhan Al-Muhammad
EU,EU,1428,Khamis Sirhan Al-Muhammad
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,224,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti
EU,EU,441,Saad Abdul-Majid Al-Faissal Al-Tikriti
EU,EU,1430,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti
EU,EU,225,Sa'd Abd-al-Majid Al-Faisal Al-Tikriti
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,263,Abdelkarim Hussein Mohamed AL-NASSER
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,264,Ibrahim Salih Mohammed AL YACOUB
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,283,Hasan IZZ-AL-DIN
EU,EU,284,Ahmed GARBAYA
EU,EU,285,SA-ID
EU,EU,286,Samir SALWWAN
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,290,Salem ALI
EU,EU,293,Khalid Adbul WADOOD
EU,EU,292,Ashraf Refaat Nabith HENIN
EU,EU,289,Khalid Shaikh MOHAMMED
EU,EU,291,Fahd Bin Adballah BIN KHALID
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,3673,Szocialista Muzulmánok Forradalmi Szervezete
EU,EU,3674,Organizacja Abu Nidal
EU,EU,3675,Rewolucyjna Rada Fatah
EU,EU,3676,Rewolucyjne Brygady Arabskie
EU,EU,3677,Czarny Wrzesień
EU,EU,3678,Rewolucyjna Organizacja Muzułmańskich Socjalistów
EU,EU,3679,Organizácia Abu Nidal
EU,EU,3680,Revolučná rada Fatah
EU,EU,3681,Arabské revolučné brigády
EU,EU,3682,Čierny september
EU,EU,3683,Revolučná organizácia moslimských socialistov
EU,EU,3684,Organizacija Abu Nidal
EU,EU,3685,Revolucionarni svet Fataha
EU,EU,3686,Arabska revolucionarna brigada
EU,EU,3687,Črni september
EU,EU,3688,Revolucionarna organizacija socialističnih muslimanov
EU,EU,3689,Musta syyskuu
EU,EU,4835,Abú Nidal Organisation
EU,EU,5634,Организация Abu Nidal
EU,EU,5635,Революционен съвет Fatah
EU,EU,5636,Арабски революционни бригади
EU,EU,5637,Черен септември
EU,EU,5638,Революционна организация на мюсюлманите социалисти
EU,EU,5639,Organizația Abu Nidal
EU,EU,5640,OAN
EU,EU,5641,Consiliul Revoluționar Fatah
EU,EU,5642,Brigadele Revoluționare Arabe
EU,EU,5643,Septembrie Negru
EU,EU,5644,Organizația Revoluționară a Musulmanilor Socialiști
EU,EU,6745,L-Organizzazzjoni Abu Nidal
EU,EU,6746,Kunsill Rivoluzzjonarju ta’ Fatah
EU,EU,6747,il-Brigati Rivoluzzjonarji Għarab
EU,EU,3888,Organisation Abou Nidal
EU,EU,3889,Organizzazione Abu Nidal
EU,EU,311,Abu Nidal Organisation
EU,EU,312,ANO
EU,EU,313,Fatah Revolutionary Council
EU,EU,314,Arab Revolutionary Brigades
EU,EU,315,Black September
EU,EU,316,Revolutionary Organisation of Socialist Muslims
EU,EU,444,Conseil révolutionnaire du Fatah
EU,EU,445,Brigades révolutionnaires arabes
EU,EU,446,Septembre noir
EU,EU,447,Organisation révolutionnaire des musulmans socialistes
EU,EU,473,Organización Abu Nidal
EU,EU,474,Consejo Revolucionario de Al Fatah
EU,EU,475,Brigadas Revolucionarias Árabes
EU,EU,476,Septiembre Negro
EU,EU,477,Organización Revolucionaria de los Musulmanes Socialistas
EU,EU,6748,Settembru l-Iswed
EU,EU,6749,l-Organizzazzjoni Rivoluzzjonarja tal-Musulmani Soċjalisti
EU,EU,513,Οργάνωση Abu Nidal
EU,EU,514,Επαναστατικό Συµβούλιο Fatah
EU,EU,515,Αραβικές Επαναστατικές Ταξιαρχίες
EU,EU,516,Μαύρος Σεπτέµβρης
EU,EU,517,Επαναστατική Οργάνωση Σοσια- λιστών Μουσουλµάνων
EU,EU,538,Organização Abu Nidal
EU,EU,539,Conselho Revolucionário do Fatah
EU,EU,540,Brigadas Revolutionárias Árabes
EU,EU,541,Setembro Negro
EU,EU,542,Organização Revolucionária dos Muçulmanos Socialistas
EU,EU,606,Fatah-Revolutionsrat
EU,EU,607,Arabische Revolutionäre Brigaden
EU,EU,608,Schwarzer September
EU,EU,609,Revolutionäre Organisation der Sozialistischen Moslems
EU,EU,639,Fatah Revolutionaire Raad
EU,EU,640,Arabische Revolutionaire Brigades
EU,EU,641,Zwarte September
EU,EU,642,Revolutionaire Organisatie van Socialistische Moslims
EU,EU,664,Consiglio rivoluzionario Fatah
EU,EU,665,Brigate rivoluzionarie arabe
EU,EU,666,Settembre nero
EU,EU,667,Organizzazione rivoluzionaria dei musulmani socialisti
EU,EU,3649,Revoluční rada Fatáhu
EU,EU,3650,Arabské revoluční brigády
EU,EU,3651,Černé září
EU,EU,3652,Revoluční organizace socialistických muslimů
EU,EU,3653,Sorte September
EU,EU,3655,Fatah' Revolutsiooniline Nõukogu
EU,EU,3656,Araabia Revolutsiooniline Brigaad
EU,EU,3657,Must september
EU,EU,3658,Sotsialistlike Moslemite Revolutsiooniline Organisatsioon
EU,EU,3659,Abu Nidal organizācija
EU,EU,3660,Fatah Revolucionārā Padome
EU,EU,3661,Arābu Revolucionārās brigādes
EU,EU,3662,Melnais Septembris
EU,EU,3663,Musulmaņu Sociālistu revolucionāra organizācija
EU,EU,3664,Abu Nidal organizacija
EU,EU,3665,Fatah Revoliucinė Taryba
EU,EU,3666,Arabų revoliucinės brigados
EU,EU,3667,Juodasis rugsėjis
EU,EU,3668,Musulmonų socialistų revoliucinė organizacija
EU,EU,3669,Abu Nidal Szervezet
EU,EU,3670,Fatah-Forradalmi Tanács
EU,EU,3671,Arab Forradalmi Brigádok
EU,EU,3672,Fekete Szeptember
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,448,Brigade des martyrs d'Al-Aqsa
EU,EU,6750,Il-Brigata tal-Martri ta’ Al-Aqsa
EU,EU,518,Ταξιαρχία Μαρτύρων του Al-Aqsa
EU,EU,543,Brigadas dos Mártires de Al-Aqsa
EU,EU,566,Al-Aqsa-martyrbrigaden
EU,EU,573,Al-Aqsa marttyyrien prikaati
EU,EU,588,Al Aqsa-Martyrernes Brigade
EU,EU,610,Al-Aksa-Märtyrerbrigade
EU,EU,643,Al-Aqsa Martelarenbrigades
EU,EU,668,Brigata dei martiri di Al-Aqsa
EU,EU,3690,Brigáda mučedníků Al Aksá
EU,EU,3691,Al-Aqsa Märtrite Brigaad
EU,EU,3692,Alaksas mocekļu brigāde
EU,EU,3693,Al-Aqsa kankinių brigada
EU,EU,3694,Al-Aqsa Mártírjainak Brigádja
EU,EU,3695,Brygady Męczenników Al-Aksy
EU,EU,3696,Brigáda mučeníkov Al Aqsa
EU,EU,3697,Brigada mučenikov Al Akse
EU,EU,3890,Al-Aqsa Martyrs' Brigade
EU,EU,5645,Бригади на мъчениците Al-Aqsa
EU,EU,5646,Brigada Martirilor Al-Aqsa
EU,EU,478,Brigadas de los Mártires de Al-Aqsa
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,323,Babbar Khalsa
EU,NonEU,XXX,name
EU,NonEU,XXX,name
EU,EU,324,Gama'a al-Islamiyya
EU,EU,7185,Al-Dżama’a al-Islamija
EU,EU,326,Al-Gama'a al-Islamiyya
EU,EU,520,Ισλαµική Οµάδα
EU,EU,546,Grupo Islâmico
EU,EU,613,Islamische Gruppe
EU,EU,614,islamisk gruppe
EU,EU,615,Islamiska gruppen
EU,EU,646,Islamitische Groep
EU,EU,2552,"IG (Islamic Group, Gama'a al-Islamiyya)"
