add,lbl,lega_id,wholeName
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,9710,AL-SHARAFI Yousef
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,9711,AL-ASHQAR Ismail
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,9712,SHIHAB Mohammed
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,9713,SA'DAT Ahmad
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,9714,MAJDALAWI Jamil
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,9715,JARRAR Khaledah
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,9716,KARIM Qais Abdul
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,15268,BANK OF KUNLUN CO LTD
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17013,VTB BANK OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17014,RUSSIAN AGRICULTURAL BANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17015,VNESHECONOMBANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17016,GAZPROMBANK OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17017,BANK OF MOSCOW
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17018,SBERBANK OF RUSSIA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17022,OPEN JOINT-STOCK COMPANY ROSNEFT OIL COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17064,OAO NOVATEK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17143,OJSC GAZPROM NEFT
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17145,SURGUTNEFTEGAS
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17248,LUKOIL OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17250,OPEN JOINT STOCK COMPANY GAZPROM
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17254,AK TRANSNEFT OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17260,ROSTEC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17526,BEKTAS Halis
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17527,RIXO INTERNATIONAL TRADING LTD.
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17528,BLUEMARINE SA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17530,STAROIL B.V.
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17531,HOLLEBRAND Alexander
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,17532,VAN MAZIJK Paul
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18267,OJSC ORENBURGNEFT
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18268,EXIMBANK OF RUSSIA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18269,OJSC SAMOTLORNEFTEGAZ
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18270,DEVELOPMENT CORPORATION OF NORTH CAUCASUS OJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18271,PJSC VERKHNECHONSKNEFTEGAZ
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18272,EXIAR
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18273,FAR EAST AND BAIKAL REGION DEVELOPMENT FUND OJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18274,CJSC VANKORNEFT
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18275,FEDERAL CENTER FOR PROJECT FINANCE
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18276,RN-YUGANSKNEFTEGAZ LLC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18277,GLOBEXBANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18278,KRASLESINVEST CJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18279,RUSSIAN DIRECT INVESTMENT FUND MANAGEMENT COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18280,OJSC ANGARSK PETROCHEMICAL COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18281,RESAD LLC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18282,OJSC NOVOKUYBYSHEV REFINERY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18283,SME BANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18284,RN-KOMSOMOLSKY REFINERY LLC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18285,SVIAZ-BANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18286,VEB CAPITAL
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18287,VEB ENGINEERING LLC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18288,VEB LEASING OJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18289,ROSE GROUP LIMITED
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18290,OJSC SYZRAN REFINERY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18291,BANK BELVEB OJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18292,OJSC ACHINSK REFINERY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18293,PROMINVESTBANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18294,OJSC KUYBYSHEV REFINERY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18295,VEB ASIA LIMITED
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18296,OJSC RN HOLDING
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18297,NEFT-AKTIV LLC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18298,OJSC RUSSIAN REGIONAL DEVELOPMENT BANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18299,ROSNEFT TRADING S.A.
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18300,ROSNEFT TRADE LIMITED
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18301,ROSNEFT FINANCE S.A.
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18669,SBERBANK CAPITAL LLC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18708,SBERBANK INVESTMENTS LLC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18709,SBERBANK LEASING CJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18710,CETELEM BANK LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18711,OOO PS YANDEX.MONEY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18713,SB SBERBANK JSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18714,BPS-SBERBANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18715,JSC SBERBANK OF RUSSIA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18716,SBERBANK EUROPE AG
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18717,SBERBANK (SWITZERLAND) AG
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18718,SB INTERNATIONAL SARL
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18719,BANK VTB 24 PUBLIC JOINT STOCK COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18720,PJSC VTB BANK (KIEV)
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18721,VTB BANK (BELARUS) CJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18722,VTB BANK (ARMENIA) CJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18723,BANK VTB (KAZAKHSTAN) JSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18724,VTB BANK (AZERBAIJAN) OJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18725,BANCO VTB AFRICA S.A.
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18726,VTB BANK (GEORGIA) JSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18727,VTB BANK (AUSTRIA) AG
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18728,VTB BANK JSC BELGRADE
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18729,VTB CAPITAL HOLDING CJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18730,VTB PENSION ADMINISTRATOR LIMITED
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18731,VTB DC LTD
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18732,VTB INSURANCE LIMITED
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18733,VTB FACTORING LTD
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18734,NPF VTB PENSION FUND JSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18735,VTB REAL ESTATE LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18736,VTB SPECIALIZED DEPOSITORY CJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18737,VTB REGISTRAR CJSC
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18738,MULTICARTA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18739,VTB LEASING OPEN JOINT-STOCK COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18740,JOINT STOCK COMPANY HALS-DEVELOPMENT
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18741,AUCTION LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18742,RUST CLOSED JOINT-STOCK COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18743,JSC SBERBANK-AUTOMATED SYSTEM FOR TRADING
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18744,SBERBANK FINANCE COMPANY LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18745,LLC SOVREMENNYE TECHNOLOGII
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18746,SBERBANK TECHNOLOGIES CLOSED JOINT STOCK COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18747,BYLINNYE BOGATYRI LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18748,ACTIVEBUSINESSCOLLECTION LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18749,NON-STATE PENSION FUND OF SBERBANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18750,SBERBANK INSURANCE COMPANY LTD
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18751,SBERBANK INSURANCE BROKER LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18752,KORUS CONSULTING CIS LIMITED LIABILITY COMPANY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18753,SB SECURITIES S.A.
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18768,RT - GLOBALNYE RESURSY OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18769,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NPO VYSOKOTOCHNYE KOMPLEKSY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18770,ROSSISKAYA ELEKTRONIKA OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18771,OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE TEKHNOPROMEKSPORT
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18772,AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNY KONTSERN TEKHNOLOGII MASHINOSTROENIYA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18773,OTKRYTOE AKTSIONERNOE OBSHCHESTVO KONTSERN AVIATSIONNOE OBORUDOVANIE
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18774,AKTSIONERNOE OBSHCHESTVO TEKHNODINAMIKA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18775,OTKRYTOE AKTSIONERNOE OBSHCHESTVO RT-STANKOINSTRUMENT
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18776,AKTSIONERNOE OBSHCHESTVO RT-KHIMICHESKIE TEKHNOLOGII I KOMPOZITSIONNYE MATERIALY
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18777,AKTSIONERNOE OBSHCHESTVO RT-BIOTEKHPROM
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18778,AKTSIONERNOE OBSHCHESTVO RT-AVTO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18779,AKTSIONERNOE OBSHCHESTVO SHVABE
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18780,OBSCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU PROMINVEST
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18781,OBIEDINENNAYA PROMYSHLENNAYA KORPORATSIYA OBORONPROM OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18782,ROSOBORONEKSPORT OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18783,KONTSERN SIRIUS OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18784,JOINT-STOCK COMMERCIAL BANK NOVIKOMBANK
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18785,AKTSIONERNOE OBSHCHESTVO RT-OKHRANA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18786,OTKRYTOE AKTSIONERNOE OBSHCHESTVO TEKHNOLOGII BEZOPASNOSTI
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18787,UNITED INSTRUMENT MANUFACTURING CORPORATION
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18788,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU RT-INFORM
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18789,KONTSERN ORION OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18790,RT-METALLURGIYA OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18791,KONTSERN AVIAPRIBOROSTROENIE OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18792,90 EKSPERIMENTALNY ZAVOD OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18793,AKTSIONERNOE OBSHCHESTVO TSENTRALNOE KONSTRUKTORSKOE BYURO SPETSIALNYKH RADIOMATERIALOV
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18794,AKTSIONERNOE OBSHCHESTVO MOSKOVSKI MASHINOSTROITELNY EKSPERIMENTALNY ZAVOD - KOMPOZITSIONNYE TEKHNOLOGII
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18795,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVO-VYATKA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18808,AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE OPTIKA
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18809,OTKRYTOE AKTSIONERNOE OBSHCHESTVO VNESHNEEKONOMICHESKOE OBEDINENIE STANKOIMPORT
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18810,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKOE PROIZVODSTVENNOE OBEDINENIE LUCH
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18811,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NAUCHNO-PROIZVODSTVENNOE OBEDINENIE SPLAV
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18812,OTKRYTOE AKTSIONERNOE OBSHCHESTVO NOVOVYATSKI MEKHANICHESKI ZAVOD
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18813,OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU RT-ENERGOEFFEKTIVNOST
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18814,OTKRYTOE AKTSIONERNOE OBSHCHESTVO KALINOVSKI KHIMICHESKI ZAVOD
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18815,AKTSIONERNOE OBSHCHESTVO NOVOSIBIRSKI ZAVOD POLUPROVODNIKOVYKH PRIBOROV S OKB
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18816,AKTSIONERNOE OBSHCHESTVO RT-STROITELNYE TEKHNOLOGII
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18817,MZ MAYAK OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18818,ULYANOVSKI GIPROAVIAPROM OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18819,OBEDINENNAYA DVIGATELESTROITELNAYA KORPORATSIYA OAO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,18820,VERTOLETY ROSSII AO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19468,GAZPROM DOBYCHA YAMBURGOOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19469,GAZPROM TRANSGAZ YUGORSK OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19470,NIIGAZEKONOMIKA OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19471,GAZPROM TRANSGAZ SANKT-PETERBURG OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19472,GAZPROM TRANSGAZ STAVROPOL OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19542,GAZPROM RUSSKAYA OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19543,GAZPROM ENERGO OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19544,GAZPROM DOBYCHA NADYM OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19545,GAZPROM SVYAZ OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19546,GAZPROM MEZHREGIONGAZ OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19631,GAZPROM DOBYCHA KUZNETSK OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19632,GAZPROM TRANSGAZ UKHTA OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19633,GAZPROM TRANSGAZ KAZAN OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19634,GAZPROM TRANSGAZ SARATOV OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19635,GAZPROM SOTSINVEST OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19636,GAZPROM DOBYCHA NOYABRSK OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19637,GAZPROM GAZOBEZOPASNOST OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19638,GAZPROM FLOT OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19639,GAZ-OIL OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19640,GAZPROM INVEST OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19641,GAZPROM TSENTRREMONT OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19642,GAZPROM DOBYCHA KRASNODAR OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19643,GAZPROM TRANSGAZ KRASNODAR OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19644,GAZPROM PERSONAL OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19645,GAZPROM PERERABOTKA OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19646,GAZPROM TRANSGAZ VOLGOGRAD OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19647,GAZPROM TRANSGAZ TOMSK OOO
OFAC,NONOFAC,XXX,_NAME_
OFAC,OFAC,19648,GAZPROM TRANSGAZ SURGUT OOO
OFAC,NONOFAC,XXX,_NAME_
